"2023-05-23 10:27:25",22.07,"mph","media/images/speed-20230520-2319/speed-22-20230523-1027258.jpg",65,16,42,34,1428,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:32:22",33.07,"mph","media/images/speed-20230520-2319/speed-33-20230523-1032225.jpg",74,34,29,16,464,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:39:18",28.75,"mph","media/images/speed-20230520-2319/speed-29-20230523-1039180.jpg",62,26,34,24,816,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:40:30",36.60,"mph","media/images/speed-20230520-2319/speed-37-20230523-1040300.jpg",55,20,31,30,930,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:42:59",37.73,"mph","media/images/speed-20230520-2319/speed-38-20230523-1042599.jpg",49,33,26,17,442,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:44:05",28.32,"mph","media/images/speed-20230520-2319/speed-28-20230523-1044057.jpg",79,16,18,31,558,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:54:34",23.32,"mph","media/images/speed-20230520-2319/speed-23-20230523-1054348.jpg",73,34,37,16,592,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:55:16",25.66,"mph","media/images/speed-20230520-2319/speed-26-20230523-1055165.jpg",46,32,33,18,594,"R2L",",1733 Parsonage Rd,"
"2023-05-23 11:02:11",29.50,"mph","media/images/speed-20230520-2319/speed-29-20230523-1102118.jpg",55,30,30,20,600,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:05:23",26.66,"mph","media/images/speed-20230520-2319/speed-27-20230523-1105239.jpg",73,30,31,20,620,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:07:04",20.14,"mph","media/images/speed-20230520-2319/speed-20-20230523-1107043.jpg",62,23,30,27,810,"R2L",",1733 Parsonage Rd,"
"2023-05-23 11:08:55",27.13,"mph","media/images/speed-20230520-2319/speed-27-20230523-1108552.jpg",17,26,56,24,1344,"R2L",",1733 Parsonage Rd,"
"2023-05-23 11:11:40",24.27,"mph","media/images/speed-20230520-2319/speed-24-20230523-1111400.jpg",69,24,63,26,1638,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:14:55",30.36,"mph","media/images/speed-20230520-2319/speed-30-20230523-1114559.jpg",85,17,46,33,1518,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:19:47",23.53,"mph","media/images/speed-20230520-2319/speed-24-20230523-1119475.jpg",40,33,26,17,442,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:21:48",47.45,"mph","media/images/speed-20230520-2319/speed-47-20230523-1121488.jpg",73,29,29,21,609,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:22:25",29.04,"mph","media/images/speed-20230520-2319/speed-29-20230523-1122252.jpg",41,31,33,19,627,"R2L",",1733 Parsonage Rd,"
"2023-05-23 11:24:30",41.26,"mph","media/images/speed-20230520-2319/speed-41-20230523-1124308.jpg",57,29,72,21,1512,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:26:08",26.72,"mph","media/images/speed-20230520-2319/speed-27-20230523-1126081.jpg",65,31,22,19,418,"R2L",",1733 Parsonage Rd,"
"2023-05-23 11:28:25",22.13,"mph","media/images/speed-20230520-2319/speed-22-20230523-1128258.jpg",81,34,27,16,432,"L2R",",1733 Parsonage Rd,"
"2023-05-23 11:31:01",20.96,"mph","media/images/speed-20230520-2319/speed-21-20230523-1131016.jpg",61,34,28,16,448,"R2L",",1733 Parsonage Rd,"
"2023-05-23 11:31:20",23.24,"mph","media/images/speed-20230520-2319/speed-23-20230523-1131205.jpg",70,30,33,20,660,"L2R",",1733 Parsonage Rd,"
